Time,L1,L2,Amb,Obj,Temp,Humid,CO2,Elapsed
2023-09-04 17:12:36,282.5,283.33,26.13,26.95,28.83,43.35,1198.63,22570058.0
2023-09-04 17:12:38,282.5,282.5,26.15,26.97,28.84,43.31,1198.96,22572473.0
2023-09-04 17:12:41,283.33,283.33,26.17,27.05,28.83,43.29,1198.26,22574887.0
2023-09-04 17:12:43,282.5,282.5,26.13,26.99,28.84,43.28,1199.01,22577301.0
2023-09-04 17:12:46,281.67,281.67,26.15,27.03,28.81,43.25,1199.25,22579715.0
2023-09-04 17:12:48,266.67,267.5,26.13,26.99,28.83,43.26,1198.67,22582129.0
2023-09-04 17:12:50,273.33,273.33,26.13,27.01,28.84,43.26,1197.91,22584543.0
2023-09-04 17:12:53,275.0,275.0,26.11,27.01,28.86,43.24,1198.18,22586957.0
2023-09-04 17:12:55,273.33,273.33,26.11,27.09,28.84,43.24,1198.2,22589371.0
2023-09-04 17:12:58,275.0,275.0,26.11,27.01,28.83,43.23,1197.49,22591785.0
2023-09-04 17:13:00,274.17,274.17,26.11,27.01,28.84,43.21,1197.12,22594200.0
2023-09-04 17:13:02,274.17,274.17,26.17,27.13,28.84,43.26,1197.57,22596614.0
2023-09-04 17:13:05,274.17,274.17,26.13,27.01,28.83,43.28,1197.69,22599028.0
2023-09-04 17:13:07,273.33,273.33,26.11,27.01,28.84,43.31,1198.15,22601442.0
2023-09-04 17:13:10,270.83,270.83,26.13,27.01,28.84,43.33,1196.36,22603856.0
2023-09-04 17:13:12,273.33,272.5,26.13,27.01,28.83,43.28,1195.87,22606270.0
2023-09-04 17:13:14,273.33,273.33,26.17,27.07,28.84,43.29,1195.81,22608685.0
2023-09-04 17:13:17,272.5,272.5,26.13,26.99,28.83,43.31,1196.29,22611098.0
2023-09-04 17:13:19,272.5,272.5,26.13,27.11,28.81,43.28,1195.12,22613513.0
2023-09-04 17:13:22,272.5,272.5,26.13,27.13,28.86,43.35,1196.21,22615927.0
2023-09-04 17:13:24,272.5,272.5,26.13,27.11,28.84,43.32,1196.45,22618341.0
2023-09-04 17:13:27,273.33,273.33,26.15,27.05,28.83,43.32,1196.15,22620755.0
2023-09-04 17:13:29,271.67,271.67,26.15,27.05,28.83,43.31,1196.46,22623169.0
2023-09-04 17:13:31,269.17,269.17,26.15,27.03,28.83,43.31,1196.88,22625584.0
2023-09-04 17:13:34,269.17,269.17,26.15,27.03,28.83,43.23,1196.69,22627997.0
2023-09-04 17:13:36,270.83,270.83,26.13,27.05,28.81,43.28,1196.25,22630411.0
2023-09-04 17:13:39,272.5,272.5,26.13,27.03,28.81,43.29,1196.64,22632825.0
2023-09-04 17:13:41,271.67,271.67,26.13,26.95,28.83,43.29,1197.01,22635239.0
2023-09-04 17:13:43,271.67,271.67,26.09,27.05,28.83,43.31,1196.81,22637654.0
2023-09-04 17:13:46,275.0,275.0,26.09,26.99,28.81,43.3,1196.7,22640068.0
2023-09-04 17:13:48,274.17,274.17,26.09,27.03,28.83,43.32,1196.96,22642482.0
2023-09-04 17:13:51,273.33,273.33,26.11,27.03,28.84,43.32,1197.37,22644896.0
2023-09-04 17:13:53,274.17,275.0,26.09,27.01,28.83,43.29,1198.09,22647310.0
2023-09-04 17:13:55,270.83,270.83,26.15,27.03,28.83,43.35,1198.7,22649724.0
2023-09-04 17:13:58,272.5,271.67,26.17,27.01,28.8,43.36,1198.73,22652138.0
2023-09-04 17:14:00,272.5,272.5,26.13,27.03,28.83,43.46,1198.46,22654552.0
2023-09-04 17:14:03,271.67,271.67,26.13,27.05,28.84,43.42,1197.7,22656967.0
2023-09-04 17:14:05,272.5,272.5,26.11,27.01,28.83,43.36,1197.76,22659380.0
2023-09-04 17:14:08,274.17,274.17,26.11,26.97,28.84,43.39,1198.5,22661794.0
2023-09-04 17:14:10,273.33,273.33,26.09,27.07,28.81,43.36,1198.82,22664209.0
2023-09-04 17:14:12,273.33,273.33,26.13,26.99,28.83,43.36,1198.29,22666623.0
2023-09-04 17:14:15,273.33,273.33,26.15,27.07,28.84,43.4,1198.0,22669037.0
2023-09-04 17:14:17,271.67,271.67,26.15,27.01,28.81,43.37,1197.92,22671451.0
2023-09-04 17:14:20,273.33,273.33,26.17,27.09,28.84,43.43,1197.95,22673865.0
2023-09-04 17:14:22,273.33,273.33,26.13,27.03,28.84,43.35,1198.86,22676279.0
2023-09-04 17:14:24,273.33,273.33,26.13,27.07,28.84,43.35,1198.96,22678693.0
2023-09-04 17:14:27,274.17,274.17,26.11,26.93,28.83,43.35,1198.32,22681107.0
2023-09-04 17:14:29,274.17,274.17,26.13,26.97,28.81,43.34,1197.81,22683521.0
2023-09-04 17:14:32,274.17,274.17,26.13,26.99,28.84,43.33,1197.56,22685936.0
2023-09-04 17:14:34,273.33,273.33,26.13,27.03,28.83,43.32,1196.95,22688350.0
2023-09-04 17:14:36,270.83,270.83,26.15,27.03,28.83,43.32,1196.31,22690764.0
2023-09-04 17:14:39,270.83,270.83,26.09,26.97,28.86,43.35,1196.07,22693178.0
2023-09-04 17:14:41,271.67,271.67,26.13,27.05,28.83,43.36,1195.09,22695592.0
2023-09-04 17:14:44,268.33,268.33,26.15,27.07,28.83,43.33,1195.1,22698006.0
2023-09-04 17:14:46,273.33,273.33,26.09,27.07,28.84,43.38,1195.05,22700420.0
2023-09-04 17:14:49,270.0,270.0,26.15,27.01,28.84,43.35,1195.69,22702834.0
2023-09-04 17:14:51,268.33,269.17,26.13,27.11,28.83,43.35,1197.83,22705248.0
2023-09-04 17:14:53,271.67,271.67,26.11,27.03,28.84,43.38,1199.19,22707663.0
2023-09-04 17:14:56,265.0,265.0,26.13,27.03,28.83,43.31,1200.03,22710077.0
2023-09-04 17:14:58,267.5,267.5,26.11,26.99,28.83,43.35,1199.33,22712490.0
2023-09-04 17:15:01,271.67,271.67,26.15,27.09,28.83,43.36,1199.36,22714904.0
2023-09-04 17:15:03,272.5,272.5,26.13,27.01,28.84,43.31,1199.83,22717319.0
2023-09-04 17:15:05,272.5,271.67,26.17,27.11,28.84,43.31,1200.6,22719733.0
2023-09-04 17:15:08,272.5,272.5,26.11,27.01,28.84,43.28,1201.36,22722147.0
2023-09-04 17:15:10,272.5,272.5,26.13,27.03,28.84,43.31,1200.92,22724561.0
2023-09-04 17:15:13,272.5,272.5,26.11,27.03,28.84,43.26,1199.23,22726975.0
2023-09-04 17:15:15,272.5,272.5,26.15,26.89,28.84,43.31,1199.53,22729390.0
2023-09-04 17:15:18,271.67,271.67,26.13,27.01,28.83,43.28,1201.04,22731803.0
2023-09-04 17:15:20,271.67,271.67,26.13,27.09,28.84,43.36,1201.43,22734217.0
2023-09-04 17:15:22,271.67,271.67,26.13,27.03,28.83,43.33,1201.66,22736632.0
2023-09-04 17:15:25,270.83,270.83,26.13,27.07,28.86,43.29,1202.54,22739046.0
2023-09-04 17:15:27,270.83,270.83,26.15,27.05,28.83,43.26,1203.82,22741460.0
2023-09-04 17:15:30,271.67,271.67,26.13,27.03,28.84,43.31,1205.23,22743873.0
2023-09-04 17:15:32,271.67,271.67,26.13,27.07,28.84,43.24,1204.98,22746287.0
2023-09-04 17:15:34,270.83,270.83,26.15,27.03,28.84,43.33,1204.52,22748702.0
2023-09-04 17:15:37,270.83,270.83,26.13,27.05,28.84,43.29,1203.71,22751116.0
2023-09-04 17:15:39,271.67,271.67,26.15,27.05,28.86,43.31,1203.26,22753530.0
2023-09-04 17:15:42,271.67,271.67,26.15,27.11,28.86,43.33,1203.13,22755944.0
2023-09-04 17:15:44,271.67,271.67,26.13,27.07,28.83,43.29,1203.35,22758358.0
2023-09-04 17:15:46,271.67,271.67,26.17,27.03,28.83,43.28,1203.49,22760772.0
2023-09-04 17:15:49,270.0,270.0,26.11,26.99,28.84,43.28,1203.42,22763186.0
2023-09-04 17:15:51,279.17,279.17,26.17,27.15,28.87,43.25,1204.13,22765600.0
2023-09-04 17:15:54,280.0,280.0,26.15,26.99,28.86,43.25,1204.43,22768015.0
2023-09-04 17:15:56,280.0,280.0,26.15,27.11,28.86,43.27,1205.84,22770429.0
2023-09-04 17:15:59,280.0,280.0,26.15,26.97,28.86,43.27,1205.84,22772843.0
2023-09-04 17:16:01,280.0,280.0,26.15,27.09,28.83,43.25,1205.52,22775256.0
2023-09-04 17:16:03,280.0,280.0,26.15,26.99,28.84,43.25,1205.07,22777671.0
2023-09-04 17:16:06,276.67,276.67,26.15,27.03,28.84,43.32,1204.53,22780085.0
2023-09-04 17:16:08,270.83,270.83,26.11,26.95,28.83,43.22,1204.21,22782499.0
2023-09-04 17:16:11,270.0,274.17,26.17,27.13,28.86,43.22,1204.27,22784913.0
2023-09-04 17:16:13,275.83,276.67,26.15,26.95,28.83,43.26,1204.33,22787327.0
2023-09-04 17:16:15,275.83,275.83,26.13,27.13,28.84,43.25,1205.17,22789741.0
2023-09-04 17:16:18,275.83,275.83,26.15,27.11,28.84,43.21,1205.69,22792156.0
2023-09-04 17:16:20,278.33,278.33,26.17,27.11,28.84,43.17,1205.98,22794569.0
2023-09-04 17:16:23,278.33,278.33,26.15,27.03,28.83,43.18,1205.83,22796983.0
2023-09-04 17:16:25,278.33,278.33,26.17,27.11,28.84,43.11,1205.98,22799398.0
2023-09-04 17:16:27,278.33,278.33,26.17,27.13,28.84,43.18,1206.84,22801812.0
2023-09-04 17:16:30,278.33,279.17,26.13,27.11,28.84,43.15,1207.23,22804226.0
2023-09-04 17:16:32,271.67,270.83,26.13,27.01,28.84,43.15,1206.61,22806640.0
2023-09-04 17:16:35,270.83,271.67,26.15,27.05,28.86,43.15,1206.26,22809054.0
2023-09-04 17:16:37,270.83,270.83,26.13,27.03,28.86,43.17,1206.54,22811469.0
2023-09-04 17:16:40,278.33,278.33,26.11,27.01,28.84,43.15,1206.43,22813883.0
2023-09-04 17:16:42,278.33,278.33,26.15,27.15,28.84,43.15,1206.22,22816297.0
2023-09-04 17:16:44,279.17,279.17,26.15,27.07,28.86,43.15,1206.29,22818711.0
2023-09-04 17:16:47,279.17,279.17,26.15,27.07,28.84,43.1,1206.16,22821125.0
2023-09-04 17:16:49,279.17,279.17,26.17,27.09,28.86,43.09,1206.68,22823539.0
2023-09-04 17:16:52,279.17,279.17,26.13,27.01,28.86,43.09,1207.3,22825953.0
2023-09-04 17:16:54,279.17,280.0,26.15,27.07,28.86,43.1,1207.54,22828367.0
2023-09-04 17:16:56,279.17,280.0,26.09,27.13,28.86,43.11,1208.43,22830781.0
2023-09-04 17:16:59,279.17,279.17,26.09,27.11,28.81,43.08,1208.58,22833195.0
2023-09-04 17:17:01,279.17,279.17,26.07,27.05,28.86,43.11,1209.29,22835609.0
2023-09-04 17:17:04,279.17,279.17,26.09,27.11,28.84,43.11,1209.14,22838023.0
2023-09-04 17:17:06,279.17,279.17,26.09,27.13,28.86,43.15,1208.96,22840438.0
2023-09-04 17:17:08,279.17,279.17,26.07,27.01,28.86,43.18,1208.71,22842852.0
2023-09-04 17:17:11,279.17,279.17,26.09,27.07,28.86,43.18,1208.67,22845266.0
2023-09-04 17:17:13,279.17,279.17,26.09,27.13,28.86,43.18,1208.01,22847680.0
2023-09-04 17:17:16,279.17,279.17,26.11,27.11,28.86,43.15,1208.72,22850094.0
2023-09-04 17:17:18,279.17,279.17,26.05,27.03,28.84,43.18,1208.47,22852508.0
2023-09-04 17:17:21,279.17,279.17,26.07,27.13,28.84,43.2,1208.21,22854922.0
2023-09-04 17:17:23,279.17,279.17,26.05,27.01,28.84,43.18,1208.07,22857336.0
2023-09-04 17:17:25,279.17,278.33,26.07,27.11,28.86,43.1,1208.0,22859750.0
2023-09-04 17:17:28,278.33,278.33,26.07,27.07,28.86,43.14,1208.55,22862164.0
2023-09-04 17:17:30,278.33,278.33,26.09,27.07,28.86,43.22,1208.41,22864579.0
2023-09-04 17:17:33,278.33,278.33,26.07,27.07,28.84,43.15,1208.1,22866993.0
2023-09-04 17:17:35,278.33,278.33,26.07,27.05,28.86,43.14,1207.89,22869407.0
2023-09-04 17:17:37,278.33,278.33,26.09,27.11,28.86,43.13,1208.04,22871821.0
2023-09-04 17:17:40,278.33,278.33,26.07,27.07,28.86,43.14,1207.6,22874235.0
2023-09-04 17:17:42,277.5,277.5,26.07,27.07,28.86,43.15,1207.24,22876649.0
2023-09-04 17:17:45,277.5,277.5,26.07,27.17,28.83,43.12,1206.88,22879063.0
2023-09-04 17:17:47,277.5,278.33,26.11,27.13,28.84,43.12,1205.66,22881477.0
2023-09-04 17:17:50,277.5,277.5,26.09,27.07,28.84,43.11,1205.11,22883892.0
2023-09-04 17:17:52,277.5,277.5,26.05,27.11,28.87,43.1,1204.9,22886305.0
2023-09-04 17:17:54,277.5,277.5,26.05,27.09,28.86,43.07,1204.47,22888719.0
2023-09-04 17:17:57,277.5,277.5,26.05,27.07,28.86,43.11,1204.04,22891134.0
2023-09-04 17:17:59,276.67,275.83,26.07,27.11,28.84,43.11,1203.66,22893548.0
2023-09-04 17:18:02,274.17,274.17,26.03,27.17,28.89,43.09,1203.35,22895962.0
2023-09-04 17:18:04,273.33,273.33,26.03,27.13,28.86,43.06,1202.92,22898376.0
2023-09-04 17:18:06,272.5,272.5,26.05,27.09,28.84,43.04,1202.67,22900790.0
2023-09-04 17:18:09,273.33,273.33,26.03,27.09,28.89,43.13,1202.94,22903204.0
2023-09-04 17:18:11,273.33,273.33,26.05,27.03,28.87,43.14,1203.0,22905618.0
2023-09-04 17:18:14,273.33,273.33,26.03,27.09,28.84,43.17,1202.41,22908032.0
2023-09-04 17:18:16,272.5,272.5,26.07,27.07,28.9,43.16,1202.73,22910446.0
2023-09-04 17:18:18,271.67,271.67,26.09,27.09,28.86,43.03,1203.48,22912860.0
2023-09-04 17:18:21,271.67,271.67,26.05,27.13,28.89,42.96,1203.46,22915275.0
2023-09-04 17:18:23,271.67,271.67,26.07,27.15,28.87,43.0,1203.44,22917689.0
2023-09-04 17:18:26,271.67,271.67,26.07,27.09,28.9,43.01,1203.92,22920102.0
2023-09-04 17:18:28,271.67,271.67,26.05,27.07,28.87,42.95,1204.2,22922517.0
2023-09-04 17:18:31,271.67,271.67,26.05,27.23,28.86,42.95,1203.99,22924931.0
2023-09-04 17:18:33,271.67,271.67,26.05,27.11,28.86,42.99,1204.24,22927345.0
2023-09-04 17:18:35,270.83,270.83,26.05,27.09,28.87,42.98,1204.64,22929759.0
2023-09-04 17:18:38,270.83,270.83,26.05,27.03,28.87,42.99,1204.53,22932173.0
2023-09-04 17:18:40,270.83,270.0,26.07,27.09,28.87,43.02,1204.64,22934588.0
2023-09-04 17:18:43,270.0,270.0,26.07,27.11,28.86,43.0,1204.51,22937002.0
2023-09-04 17:18:45,270.0,270.0,26.07,27.03,28.86,43.0,1204.35,22939415.0
2023-09-04 17:18:47,270.0,270.0,26.07,27.07,28.84,43.03,1204.6,22941829.0
2023-09-04 17:18:50,270.0,270.0,26.07,27.11,28.86,43.07,1204.78,22944244.0
2023-09-04 17:18:52,270.0,270.0,26.05,27.07,28.86,43.07,1204.47,22946658.0
2023-09-04 17:18:55,270.0,270.0,26.07,27.01,28.87,43.09,1204.66,22949072.0
2023-09-04 17:18:57,269.17,269.17,26.07,27.11,28.87,43.03,1204.58,22951486.0
2023-09-04 17:18:59,270.0,270.0,26.07,27.03,28.87,43.05,1204.0,22953900.0
2023-09-04 17:19:02,269.17,269.17,26.07,27.13,28.84,42.99,1203.98,22956314.0
2023-09-04 17:19:04,269.17,269.17,26.07,27.09,28.89,43.06,1204.84,22958728.0
2023-09-04 17:19:07,260.83,260.83,26.07,27.13,28.89,43.03,1205.07,22961142.0
2023-09-04 17:19:09,255.0,254.17,26.11,27.07,28.87,42.99,1205.19,22963556.0
2023-09-04 17:19:12,253.33,253.33,26.09,27.15,28.87,43.05,1205.29,22965971.0
2023-09-04 17:19:14,253.33,253.33,26.07,27.07,28.87,43.02,1205.44,22968385.0
2023-09-04 17:19:16,253.33,253.33,26.09,27.07,28.87,43.03,1204.6,22970799.0
2023-09-04 17:19:19,254.17,254.17,26.07,27.09,28.89,43.0,1205.39,22973213.0
2023-09-04 17:19:21,253.33,253.33,26.11,27.13,28.89,43.02,1205.73,22975627.0
2023-09-04 17:19:24,253.33,253.33,26.09,27.07,28.9,42.97,1206.15,22978041.0
2023-09-04 17:19:26,253.33,253.33,26.11,27.07,28.86,42.95,1205.47,22980455.0
2023-09-04 17:19:28,253.33,253.33,26.11,27.05,28.89,42.91,1205.24,22982869.0
2023-09-04 17:19:31,252.5,252.5,26.09,27.09,28.87,42.9,1205.93,22985284.0
2023-09-04 17:19:33,253.33,252.5,26.11,27.01,28.89,42.92,1206.1,22987698.0
2023-09-04 17:19:36,252.5,252.5,26.13,27.15,28.86,42.95,1206.19,22990112.0
2023-09-04 17:19:38,253.33,253.33,26.13,27.07,28.87,42.94,1205.82,22992526.0
2023-09-04 17:19:40,253.33,253.33,26.11,27.13,28.87,42.96,1206.07,22994940.0
2023-09-04 17:19:43,252.5,253.33,26.13,27.09,28.87,42.98,1206.11,22997354.0
2023-09-04 17:19:45,259.17,259.17,26.15,27.11,28.86,42.99,1206.23,22999768.0
2023-09-04 17:19:48,260.0,260.0,26.15,27.19,28.89,42.99,1205.93,23002182.0
2023-09-04 17:19:50,270.83,270.83,26.15,27.11,28.9,42.92,1205.55,23004596.0
2023-09-04 17:19:53,265.0,267.5,26.15,27.19,28.87,42.87,1205.27,23007011.0
2023-09-04 17:19:55,255.83,255.83,26.13,27.17,28.87,42.87,1205.58,23009425.0
2023-09-04 17:19:57,255.83,255.83,26.09,27.05,28.89,42.83,1205.98,23011838.0
2023-09-04 17:20:00,255.83,255.83,26.15,27.07,28.87,42.87,1205.83,23014252.0
2023-09-04 17:20:02,255.83,255.83,26.13,27.17,28.87,42.85,1206.23,23016667.0
2023-09-04 17:20:05,258.33,259.17,26.13,27.03,28.87,42.84,1206.98,23019081.0
2023-09-04 17:20:07,263.33,263.33,26.09,27.07,28.89,42.81,1206.64,23021495.0
2023-09-04 17:20:09,263.33,263.33,26.09,27.03,28.87,42.85,1206.56,23023909.0
2023-09-04 17:20:12,263.33,263.33,26.11,27.03,28.89,42.84,1206.44,23026323.0
2023-09-04 17:20:14,263.33,263.33,26.11,27.13,28.89,42.79,1206.84,23028737.0
2023-09-04 17:20:17,263.33,263.33,26.15,27.17,28.87,42.81,1207.29,23031151.0
2023-09-04 17:20:19,257.5,257.5,26.11,27.01,28.87,42.79,1207.56,23033565.0
2023-09-04 17:20:22,264.17,265.0,26.11,27.15,28.89,42.78,1207.24,23035980.0
2023-09-04 17:20:24,269.17,268.33,26.11,27.13,28.9,42.78,1207.25,23038394.0
2023-09-04 17:20:26,268.33,269.17,26.11,27.15,28.9,42.76,1206.87,23040808.0
2023-09-04 17:20:29,269.17,269.17,26.09,27.11,28.87,42.79,1206.75,23043222.0
2023-09-04 17:20:31,269.17,269.17,26.09,27.07,28.9,42.83,1207.41,23045636.0
2023-09-04 17:20:34,270.0,270.0,26.13,27.15,28.89,42.84,1207.19,23048050.0
2023-09-04 17:20:36,270.0,270.0,26.11,27.13,28.89,42.78,1207.47,23050464.0
2023-09-04 17:20:38,269.17,269.17,26.09,27.07,28.86,42.81,1207.52,23052878.0
2023-09-04 17:20:41,269.17,269.17,26.11,27.03,28.89,42.88,1207.71,23055292.0
2023-09-04 17:20:43,270.0,270.0,26.09,27.11,28.9,42.88,1207.53,23057706.0
2023-09-04 17:20:46,270.0,270.0,26.11,27.07,28.9,42.91,1206.64,23060120.0
2023-09-04 17:20:48,270.0,270.0,26.09,27.05,28.89,42.92,1206.72,23062534.0
2023-09-04 17:20:50,270.0,270.0,26.13,27.07,28.9,42.85,1206.4,23064948.0
2023-09-04 17:20:53,270.0,270.0,26.11,27.07,28.89,42.87,1207.23,23067362.0
2023-09-04 17:20:55,270.0,270.0,26.09,27.17,28.89,42.87,1207.14,23069777.0
2023-09-04 17:20:58,270.83,270.0,26.13,27.03,28.9,42.88,1207.87,23072191.0
2023-09-04 17:21:00,270.83,270.83,26.13,27.11,28.89,42.81,1207.8,23074605.0
2023-09-04 17:21:03,270.83,270.83,26.11,27.11,28.89,42.83,1208.42,23077019.0
2023-09-04 17:21:05,270.83,270.83,26.11,27.17,28.89,42.77,1208.25,23079433.0
2023-09-04 17:21:07,270.83,270.83,26.07,27.09,28.91,42.79,1208.52,23081847.0
2023-09-04 17:21:10,270.83,270.83,26.07,27.05,28.9,42.76,1208.44,23084261.0
2023-09-04 17:21:12,270.83,270.83,26.07,27.05,28.89,42.74,1208.88,23086675.0
2023-09-04 17:21:15,270.83,271.67,26.09,27.19,28.87,42.77,1209.08,23089090.0
2023-09-04 17:21:17,270.83,270.83,26.09,27.09,28.89,42.77,1208.92,23091504.0
2023-09-04 17:21:19,270.83,270.83,26.09,27.15,28.9,42.74,1209.04,23093918.0
2023-09-04 17:21:22,271.67,270.83,26.09,27.17,28.91,42.76,1209.24,23096331.0
2023-09-04 17:21:24,270.83,271.67,26.07,27.13,28.9,42.69,1207.9,23098746.0
2023-09-04 17:21:27,271.67,271.67,26.07,27.13,28.91,42.73,1208.16,23101160.0
2023-09-04 17:21:29,271.67,271.67,26.07,27.09,28.9,42.7,1208.29,23103574.0
2023-09-04 17:21:31,270.83,271.67,26.07,27.11,28.9,42.7,1208.64,23105988.0
2023-09-04 17:21:34,266.67,265.0,26.07,27.09,28.89,42.7,1209.05,23108402.0
2023-09-04 17:21:36,269.17,269.17,26.07,27.15,28.9,42.74,1209.6,23110816.0
2023-09-04 17:21:39,266.67,266.67,26.11,27.13,28.9,42.76,1210.03,23113230.0
2023-09-04 17:21:41,265.0,265.0,26.07,27.07,28.91,42.74,1210.47,23115644.0
2023-09-04 17:21:44,265.0,265.0,26.11,27.17,28.9,42.83,1210.28,23118058.0
2023-09-04 17:21:46,265.0,264.17,26.07,27.09,28.89,42.81,1209.98,23120473.0
2023-09-04 17:21:48,262.5,263.33,26.09,27.13,28.9,42.81,1210.14,23122887.0
2023-09-04 17:21:51,265.0,265.0,26.07,27.11,28.87,42.89,1209.91,23125301.0
2023-09-04 17:21:53,267.5,268.33,26.07,27.17,28.9,42.92,1210.22,23127715.0
2023-09-04 17:21:56,269.17,268.33,26.11,27.05,28.9,42.91,1209.54,23130129.0
2023-09-04 17:21:58,268.33,268.33,26.09,27.09,28.9,42.8,1209.25,23132543.0
2023-09-04 17:22:00,268.33,269.17,26.07,27.09,28.9,42.84,1209.19,23134957.0
2023-09-04 17:22:03,269.17,269.17,26.11,27.15,28.9,42.85,1209.2,23137371.0
2023-09-04 17:22:05,269.17,269.17,26.07,27.05,28.9,42.77,1210.12,23139785.0
2023-09-04 17:22:08,267.5,268.33,26.09,27.11,28.9,42.74,1210.42,23142199.0
2023-09-04 17:22:10,269.17,269.17,26.09,27.15,28.9,42.7,1211.07,23144613.0
2023-09-04 17:22:12,269.17,268.33,26.09,27.07,28.91,42.77,1212.18,23147027.0
2023-09-04 17:22:15,270.0,270.0,26.11,27.15,28.9,42.7,1212.82,23149442.0
2023-09-04 17:22:17,269.17,269.17,26.11,27.17,28.89,42.67,1213.37,23151856.0
2023-09-04 17:22:20,269.17,269.17,26.09,27.13,28.9,42.69,1213.18,23154270.0
2023-09-04 17:22:22,269.17,269.17,26.11,27.19,28.9,42.7,1213.19,23156684.0
2023-09-04 17:22:25,270.0,270.0,26.11,27.15,28.89,42.7,1213.08,23159098.0
2023-09-04 17:22:27,269.17,269.17,26.09,27.13,28.89,42.75,1213.11,23161512.0
2023-09-04 17:22:29,261.67,261.67,26.09,27.21,28.91,42.74,1213.21,23163926.0
2023-09-04 17:22:32,266.67,266.67,26.07,27.15,28.9,42.78,1213.39,23166340.0
2023-09-04 17:22:34,266.67,266.67,26.13,27.15,28.91,42.76,1212.87,23168754.0
2023-09-04 17:22:37,267.5,267.5,26.11,27.05,28.91,42.8,1213.43,23171169.0
2023-09-04 17:22:39,266.67,266.67,26.11,27.13,28.9,42.8,1214.03,23173583.0
